"tl3_id","tl2_id","tl1_id","iso3","name_or","name_en","name_fr","continenta","reg_name_p","EU","EEA","mapineq"
"DE235","DE2","DEU26","DEU","Cham","Cham","Cham","t","Cham",TRUE,TRUE,TRUE
"DE236","DE2","DEU26","DEU","Neumarkt i. d. OPf.","Neumarkt i. d. OPf.","Neumarkt i. d. OPf.","t","Neumarkt i. d. OPf.",TRUE,TRUE,TRUE
"DE237","DE2","DEU26","DEU","Neustadt a. d. Waldnaab","Neustadt a. d. Waldnaab","Neustadt a. d. Waldnaab","t","Neustadt a. d. Waldnaab",TRUE,TRUE,TRUE
"DE238","DE2","DEU26","DEU","Regensburg, Landkreis","Regensburg, Landkreis","Regensburg, Landkreis","t","Regensburg, Landkreis",TRUE,TRUE,TRUE
"DE239","DE2","DEU26","DEU","Schwandorf","Schwandorf","Schwandorf","t","Schwandorf",TRUE,TRUE,TRUE
"DE23A","DE2","DEU26","DEU","Tirschenreuth","Tirschenreuth","Tirschenreuth","t","Tirschenreuth",TRUE,TRUE,TRUE
"DE241","DE2","DEU26","DEU","Bamberg, Kreisfreie Stadt","Bamberg, Kreisfreie Stadt","Bamberg, Kreisfreie Stadt","t","Bamberg, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE242","DE2","DEU26","DEU","Bayreuth, Kreisfreie Stadt","Bayreuth, Kreisfreie Stadt","Bayreuth, Kreisfreie Stadt","t","Bayreuth, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE243","DE2","DEU26","DEU","Coburg, Kreisfreie Stadt","Coburg, Kreisfreie Stadt","Coburg, Kreisfreie Stadt","t","Coburg, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE244","DE2","DEU26","DEU","Hof, Kreisfreie Stadt","Hof, Kreisfreie Stadt","Hof, Kreisfreie Stadt","t","Hof, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE245","DE2","DEU26","DEU","Bamberg, Landkreis","Bamberg, Landkreis","Bamberg, Landkreis","t","Bamberg, Landkreis",TRUE,TRUE,TRUE
"DE246","DE2","DEU26","DEU","Bayreuth, Landkreis","Bayreuth, Landkreis","Bayreuth, Landkreis","t","Bayreuth, Landkreis",TRUE,TRUE,TRUE
"DE247","DE2","DEU26","DEU","Coburg, Landkreis","Coburg, Landkreis","Coburg, Landkreis","t","Coburg, Landkreis",TRUE,TRUE,TRUE
"DE248","DE2","DEU26","DEU","Forchheim","Forchheim","Forchheim","t","Forchheim",TRUE,TRUE,TRUE
"DE249","DE2","DEU26","DEU","Hof, Landkreis","Hof, Landkreis","Hof, Landkreis","t","Hof, Landkreis",TRUE,TRUE,TRUE
"DE24A","DE2","DEU26","DEU","Kronach","Kronach","Kronach","t","Kronach",TRUE,TRUE,TRUE
"DE24B","DE2","DEU26","DEU","Kulmbach","Kulmbach","Kulmbach","t","Kulmbach",TRUE,TRUE,TRUE
"DE24C","DE2","DEU26","DEU","Lichtenfels","Lichtenfels","Lichtenfels","t","Lichtenfels",TRUE,TRUE,TRUE
"DE24D","DE2","DEU26","DEU","Wunsiedel i. Fichtelgebirge","Wunsiedel i. Fichtelgebirge","Wunsiedel i. Fichtelgebirge","t","Wunsiedel i. Fichtelgebirge",TRUE,TRUE,TRUE
"DE251","DE2","DEU26","DEU","Ansbach, Kreisfreie Stadt","Ansbach, Kreisfreie Stadt","Ansbach, Kreisfreie Stadt","t","Ansbach, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE252","DE2","DEU26","DEU","Erlangen, Kreisfreie Stadt","Erlangen, Kreisfreie Stadt","Erlangen, Kreisfreie Stadt","t","Erlangen, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE253","DE2","DEU26","DEU","Fürth, Kreisfreie Stadt","Fürth, Kreisfreie Stadt","Fürth, Kreisfreie Stadt","t","Fürth, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE254","DE2","DEU26","DEU","Nürnberg, Kreisfreie Stadt","Nürnberg, Kreisfreie Stadt","Nürnberg, Kreisfreie Stadt","t","Nürnberg, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE255","DE2","DEU26","DEU","Schwabach, Kreisfreie Stadt","Schwabach, Kreisfreie Stadt","Schwabach, Kreisfreie Stadt","t","Schwabach, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE256","DE2","DEU26","DEU","Ansbach, Landkreis","Ansbach, Landkreis","Ansbach, Landkreis","t","Ansbach, Landkreis",TRUE,TRUE,TRUE
"DE257","DE2","DEU26","DEU","Erlangen-Höchstadt","Erlangen-Höchstadt","Erlangen-Höchstadt","t","Erlangen-Höchstadt",TRUE,TRUE,TRUE
"DE258","DE2","DEU26","DEU","Fürth, Landkreis","Fürth, Landkreis","Fürth, Landkreis","t","Fürth, Landkreis",TRUE,TRUE,TRUE
"DE259","DE2","DEU26","DEU","Nürnberger Land","Nürnberger Land","Nürnberger Land","t","Nürnberger Land",TRUE,TRUE,TRUE
"DE25A","DE2","DEU26","DEU","Neustadt a. d. Aisch-Bad Windsheim","Neustadt a. d. Aisch-Bad Windsheim","Neustadt a. d. Aisch-Bad Windsheim","t","Neustadt a. d. Aisch-Bad Windsheim",TRUE,TRUE,TRUE
"DE25B","DE2","DEU26","DEU","Roth","Roth","Roth","t","Roth",TRUE,TRUE,TRUE
"DE25C","DE2","DEU26","DEU","Weißenburg-Gunzenhausen","Weißenburg-Gunzenhausen","Weißenburg-Gunzenhausen","t","Weißenburg-Gunzenhausen",TRUE,TRUE,TRUE
"DE261","DE2","DEU26","DEU","Aschaffenburg, Kreisfreie Stadt","Aschaffenburg, Kreisfreie Stadt","Aschaffenburg, Kreisfreie Stadt","t","Aschaffenburg, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE262","DE2","DEU26","DEU","Schweinfurt, Kreisfreie Stadt","Schweinfurt, Kreisfreie Stadt","Schweinfurt, Kreisfreie Stadt","t","Schweinfurt, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE263","DE2","DEU26","DEU","Würzburg, Kreisfreie Stadt","Würzburg, Kreisfreie Stadt","Würzburg, Kreisfreie Stadt","t","Würzburg, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE264","DE2","DEU26","DEU","Aschaffenburg, Landkreis","Aschaffenburg, Landkreis","Aschaffenburg, Landkreis","t","Aschaffenburg, Landkreis",TRUE,TRUE,TRUE
"DE265","DE2","DEU26","DEU","Bad Kissingen","Bad Kissingen","Bad Kissingen","t","Bad Kissingen",TRUE,TRUE,TRUE
"DE266","DE2","DEU26","DEU","Rhön-Grabfeld","Rhön-Grabfeld","Rhön-Grabfeld","t","Rhön-Grabfeld",TRUE,TRUE,TRUE
"DE267","DE2","DEU26","DEU","Haßberge","Haßberge","Haßberge","t","Haßberge",TRUE,TRUE,TRUE
"DE268","DE2","DEU26","DEU","Kitzingen","Kitzingen","Kitzingen","t","Kitzingen",TRUE,TRUE,TRUE
"DE269","DE2","DEU26","DEU","Miltenberg","Miltenberg","Miltenberg","t","Miltenberg",TRUE,TRUE,TRUE
"DE26A","DE2","DEU26","DEU","Main-Spessart","Main-Spessart","Main-Spessart","t","Main-Spessart",TRUE,TRUE,TRUE
"DE26B","DE2","DEU26","DEU","Schweinfurt, Landkreis","Schweinfurt, Landkreis","Schweinfurt, Landkreis","t","Schweinfurt, Landkreis",TRUE,TRUE,TRUE
"DE26C","DE2","DEU26","DEU","Würzburg, Landkreis","Würzburg, Landkreis","Würzburg, Landkreis","t","Würzburg, Landkreis",TRUE,TRUE,TRUE
"DE271","DE2","DEU26","DEU","Augsburg, Kreisfreie Stadt","Augsburg, Kreisfreie Stadt","Augsburg, Kreisfreie Stadt","t","Augsburg, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE272","DE2","DEU26","DEU","Kaufbeuren, Kreisfreie Stadt","Kaufbeuren, Kreisfreie Stadt","Kaufbeuren, Kreisfreie Stadt","t","Kaufbeuren, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE273","DE2","DEU26","DEU","Kempten (Allgäu), Kreisfreie Stadt","Kempten (Allgäu), Kreisfreie Stadt","Kempten (Allgäu), Kreisfreie Stadt","t","Kempten (Allgäu), Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE274","DE2","DEU26","DEU","Memmingen, Kreisfreie Stadt","Memmingen, Kreisfreie Stadt","Memmingen, Kreisfreie Stadt","t","Memmingen, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE275","DE2","DEU26","DEU","Aichach-Friedberg","Aichach-Friedberg","Aichach-Friedberg","t","Aichach-Friedberg",TRUE,TRUE,TRUE
"DE276","DE2","DEU26","DEU","Augsburg, Landkreis","Augsburg, Landkreis","Augsburg, Landkreis","t","Augsburg, Landkreis",TRUE,TRUE,TRUE
"DE277","DE2","DEU26","DEU","Dillingen a.d. Donau","Dillingen a.d. Donau","Dillingen a.d. Donau","t","Dillingen a.d. Donau",TRUE,TRUE,TRUE
"DE278","DE2","DEU26","DEU","Günzburg","Günzburg","Günzburg","t","Günzburg",TRUE,TRUE,TRUE
"DE279","DE2","DEU26","DEU","Neu-Ulm","Neu-Ulm","Neu-Ulm","t","Neu-Ulm",TRUE,TRUE,TRUE
"DE27A","DE2","DEU26","DEU","Lindau (Bodensee)","Lindau (Bodensee)","Lindau (Bodensee)","t","Lindau (Bodensee)",TRUE,TRUE,TRUE
"DE27B","DE2","DEU26","DEU","Ostallgäu","Ostallgäu","Ostallgäu","t","Ostallgäu",TRUE,TRUE,TRUE
"DE27C","DE2","DEU26","DEU","Unterallgäu","Unterallgäu","Unterallgäu","t","Unterallgäu",TRUE,TRUE,TRUE
"DE27D","DE2","DEU26","DEU","Donau-Ries","Donau-Ries","Donau-Ries","t","Donau-Ries",TRUE,TRUE,TRUE
"DE27E","DE2","DEU26","DEU","Oberallgäu","Oberallgäu","Oberallgäu","t","Oberallgäu",TRUE,TRUE,TRUE
"DE300","DE3","DEU26","DEU","Berlin","Berlin","Berlin","t","Berlin",TRUE,TRUE,TRUE
"DE401","DE4","DEU26","DEU","Brandenburg an der Havel, Kreisfreie Stadt","Brandenburg an der Havel, Kreisfreie Stadt","Brandenburg an der Havel, Kreisfreie Stadt","t","Brandenburg an der Havel, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE402","DE4","DEU26","DEU","Cottbus, Kreisfreie Stadt","Cottbus, Kreisfreie Stadt","Cottbus, Kreisfreie Stadt","t","Cottbus, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE403","DE4","DEU26","DEU","Frankfurt (Oder), Kreisfreie Stadt","Frankfurt (Oder), Kreisfreie Stadt","Frankfurt (Oder), Kreisfreie Stadt","t","Frankfurt (Oder), Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE404","DE4","DEU26","DEU","Potsdam, Kreisfreie Stadt","Potsdam, Kreisfreie Stadt","Potsdam, Kreisfreie Stadt","t","Potsdam, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE405","DE4","DEU26","DEU","Barnim","Barnim","Barnim","t","Barnim",TRUE,TRUE,TRUE
"DE406","DE4","DEU26","DEU","Dahme-Spreewald","Dahme-Spreewald","Dahme-Spreewald","t","Dahme-Spreewald",TRUE,TRUE,TRUE
"DE407","DE4","DEU26","DEU","Elbe-Elster","Elbe-Elster","Elbe-Elster","t","Elbe-Elster",TRUE,TRUE,TRUE
"DE408","DE4","DEU26","DEU","Havelland","Havelland","Havelland","t","Havelland",TRUE,TRUE,TRUE
"DE409","DE4","DEU26","DEU","Märkisch-Oderland","Märkisch-Oderland","Märkisch-Oderland","t","Märkisch-Oderland",TRUE,TRUE,TRUE
"DE40A","DE4","DEU26","DEU","Oberhavel","Oberhavel","Oberhavel","t","Oberhavel",TRUE,TRUE,TRUE
"DE40B","DE4","DEU26","DEU","Oberspreewald-Lausitz","Oberspreewald-Lausitz","Oberspreewald-Lausitz","t","Oberspreewald-Lausitz",TRUE,TRUE,TRUE
"DE40C","DE4","DEU26","DEU","Oder-Spree","Oder-Spree","Oder-Spree","t","Oder-Spree",TRUE,TRUE,TRUE
"DE40D","DE4","DEU26","DEU","Ostprignitz-Ruppin","Ostprignitz-Ruppin","Ostprignitz-Ruppin","t","Ostprignitz-Ruppin",TRUE,TRUE,TRUE
"DE40E","DE4","DEU26","DEU","Potsdam-Mittelmark","Potsdam-Mittelmark","Potsdam-Mittelmark","t","Potsdam-Mittelmark",TRUE,TRUE,TRUE
"DE40F","DE4","DEU26","DEU","Prignitz","Prignitz","Prignitz","t","Prignitz",TRUE,TRUE,TRUE
"DE40G","DE4","DEU26","DEU","Spree-Neiße","Spree-Neiße","Spree-Neiße","t","Spree-Neiße",TRUE,TRUE,TRUE
"DE40H","DE4","DEU26","DEU","Teltow-Fläming","Teltow-Fläming","Teltow-Fläming","t","Teltow-Fläming",TRUE,TRUE,TRUE
"DE40I","DE4","DEU26","DEU","Uckermark","Uckermark","Uckermark","t","Uckermark",TRUE,TRUE,TRUE
"DE501","DE5","DEU26","DEU","Bremen, Kreisfreie Stadt","Bremen, Kreisfreie Stadt","Bremen, Kreisfreie Stadt","t","Bremen, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE502","DE5","DEU26","DEU","Bremerhaven, Kreisfreie Stadt","Bremerhaven, Kreisfreie Stadt","Bremerhaven, Kreisfreie Stadt","t","Bremerhaven, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE600","DE6","DEU26","DEU","Hamburg","Hamburg","Hamburg","t","Hamburg",TRUE,TRUE,TRUE
"DE711","DE7","DEU26","DEU","Darmstadt, Kreisfreie Stadt","Darmstadt, Kreisfreie Stadt","Darmstadt, Kreisfreie Stadt","t","Darmstadt, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE712","DE7","DEU26","DEU","Frankfurt am Main, Kreisfreie Stadt","Frankfurt am Main, Kreisfreie Stadt","Frankfurt am Main, Kreisfreie Stadt","t","Frankfurt am Main, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE713","DE7","DEU26","DEU","Offenbach am Main, Kreisfreie Stadt","Offenbach am Main, Kreisfreie Stadt","Offenbach am Main, Kreisfreie Stadt","t","Offenbach am Main, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE714","DE7","DEU26","DEU","Wiesbaden, Kreisfreie Stadt","Wiesbaden, Kreisfreie Stadt","Wiesbaden, Kreisfreie Stadt","t","Wiesbaden, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE715","DE7","DEU26","DEU","Bergstraße","Bergstraße","Bergstraße","t","Bergstraße",TRUE,TRUE,TRUE
"DE716","DE7","DEU26","DEU","Darmstadt-Dieburg","Darmstadt-Dieburg","Darmstadt-Dieburg","t","Darmstadt-Dieburg",TRUE,TRUE,TRUE
"DE717","DE7","DEU26","DEU","Groß-Gerau","Groß-Gerau","Groß-Gerau","t","Groß-Gerau",TRUE,TRUE,TRUE
"DE718","DE7","DEU26","DEU","Hochtaunuskreis","Hochtaunuskreis","Hochtaunuskreis","t","Hochtaunuskreis",TRUE,TRUE,TRUE
"DE719","DE7","DEU26","DEU","Main-Kinzig-Kreis","Main-Kinzig-Kreis","Main-Kinzig-Kreis","t","Main-Kinzig-Kreis",TRUE,TRUE,TRUE
"DE71A","DE7","DEU26","DEU","Main-Taunus-Kreis","Main-Taunus-Kreis","Main-Taunus-Kreis","t","Main-Taunus-Kreis",TRUE,TRUE,TRUE
"DE71B","DE7","DEU26","DEU","Odenwaldkreis","Odenwaldkreis","Odenwaldkreis","t","Odenwaldkreis",TRUE,TRUE,TRUE
"DE71C","DE7","DEU26","DEU","Offenbach, Landkreis","Offenbach, Landkreis","Offenbach, Landkreis","t","Offenbach, Landkreis",TRUE,TRUE,TRUE
"DE71D","DE7","DEU26","DEU","Rheingau-Taunus-Kreis","Rheingau-Taunus-Kreis","Rheingau-Taunus-Kreis","t","Rheingau-Taunus-Kreis",TRUE,TRUE,TRUE
"DE71E","DE7","DEU26","DEU","Wetteraukreis","Wetteraukreis","Wetteraukreis","t","Wetteraukreis",TRUE,TRUE,TRUE
"DE721","DE7","DEU26","DEU","Gießen, Landkreis","Gießen, Landkreis","Gießen, Landkreis","t","Gießen, Landkreis",TRUE,TRUE,TRUE
"DE722","DE7","DEU26","DEU","Lahn-Dill-Kreis","Lahn-Dill-Kreis","Lahn-Dill-Kreis","t","Lahn-Dill-Kreis",TRUE,TRUE,TRUE
"DE723","DE7","DEU26","DEU","Limburg-Weilburg","Limburg-Weilburg","Limburg-Weilburg","t","Limburg-Weilburg",TRUE,TRUE,TRUE
"DE724","DE7","DEU26","DEU","Marburg-Biedenkopf","Marburg-Biedenkopf","Marburg-Biedenkopf","t","Marburg-Biedenkopf",TRUE,TRUE,TRUE
"DE725","DE7","DEU26","DEU","Vogelsbergkreis","Vogelsbergkreis","Vogelsbergkreis","t","Vogelsbergkreis",TRUE,TRUE,TRUE
"DE731","DE7","DEU26","DEU","Kassel, Kreisfreie Stadt","Kassel, Kreisfreie Stadt","Kassel, Kreisfreie Stadt","t","Kassel, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE732","DE7","DEU26","DEU","Fulda","Fulda","Fulda","t","Fulda",TRUE,TRUE,TRUE
"DE733","DE7","DEU26","DEU","Hersfeld-Rotenburg","Hersfeld-Rotenburg","Hersfeld-Rotenburg","t","Hersfeld-Rotenburg",TRUE,TRUE,TRUE
"DE734","DE7","DEU26","DEU","Kassel, Landkreis","Kassel, Landkreis","Kassel, Landkreis","t","Kassel, Landkreis",TRUE,TRUE,TRUE
"DE735","DE7","DEU26","DEU","Schwalm-Eder-Kreis","Schwalm-Eder-Kreis","Schwalm-Eder-Kreis","t","Schwalm-Eder-Kreis",TRUE,TRUE,TRUE
"DE736","DE7","DEU26","DEU","Waldeck-Frankenberg","Waldeck-Frankenberg","Waldeck-Frankenberg","t","Waldeck-Frankenberg",TRUE,TRUE,TRUE
"DE737","DE7","DEU26","DEU","Werra-Meißner-Kreis","Werra-Meißner-Kreis","Werra-Meißner-Kreis","t","Werra-Meißner-Kreis",TRUE,TRUE,TRUE
"DE803","DE8","DEU26","DEU","Rostock, Kreisfreie Stadt","Rostock, Kreisfreie Stadt","Rostock, Kreisfreie Stadt","t","Rostock, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE804","DE8","DEU26","DEU","Schwerin, Kreisfreie Stadt","Schwerin, Kreisfreie Stadt","Schwerin, Kreisfreie Stadt","t","Schwerin, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE80J","DE8","DEU26","DEU","Mecklenburgische Seenplatte","Mecklenburgische Seenplatte","Mecklenburgische Seenplatte","t","Mecklenburgische Seenplatte",TRUE,TRUE,TRUE
"DE80K","DE8","DEU26","DEU","Landkreis Rostock","Landkreis Rostock","Landkreis Rostock","t","Landkreis Rostock",TRUE,TRUE,TRUE
"DE80L","DE8","DEU26","DEU","Vorpommern-Rügen","Vorpommern-Rügen","Vorpommern-Rügen","t","Vorpommern-Rügen",TRUE,TRUE,TRUE
"DE80M","DE8","DEU26","DEU","Nordwestmecklenburg","Nordwestmecklenburg","Nordwestmecklenburg","t","Nordwestmecklenburg",TRUE,TRUE,TRUE
"DE80N","DE8","DEU26","DEU","Vorpommern-Greifswald","Vorpommern-Greifswald","Vorpommern-Greifswald","t","Vorpommern-Greifswald",TRUE,TRUE,TRUE
"DE80O","DE8","DEU26","DEU","Ludwigslust-Parchim","Ludwigslust-Parchim","Ludwigslust-Parchim","t","Ludwigslust-Parchim",TRUE,TRUE,TRUE
"DE911","DE9","DEU26","DEU","Braunschweig, Kreisfreie Stadt","Braunschweig, Kreisfreie Stadt","Braunschweig, Kreisfreie Stadt","t","Braunschweig, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE912","DE9","DEU26","DEU","Salzgitter, Kreisfreie Stadt","Salzgitter, Kreisfreie Stadt","Salzgitter, Kreisfreie Stadt","t","Salzgitter, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE913","DE9","DEU26","DEU","Wolfsburg, Kreisfreie Stadt","Wolfsburg, Kreisfreie Stadt","Wolfsburg, Kreisfreie Stadt","t","Wolfsburg, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE914","DE9","DEU26","DEU","Gifhorn","Gifhorn","Gifhorn","t","Gifhorn",TRUE,TRUE,TRUE
"DE916","DE9","DEU26","DEU","Goslar","Goslar","Goslar","t","Goslar",TRUE,TRUE,TRUE
"DE917","DE9","DEU26","DEU","Helmstedt","Helmstedt","Helmstedt","t","Helmstedt",TRUE,TRUE,TRUE
"DE918","DE9","DEU26","DEU","Northeim","Northeim","Northeim","t","Northeim",TRUE,TRUE,TRUE
"DE91A","DE9","DEU26","DEU","Peine","Peine","Peine","t","Peine",TRUE,TRUE,TRUE
"DE91B","DE9","DEU26","DEU","Wolfenbüttel","Wolfenbüttel","Wolfenbüttel","t","Wolfenbüttel",TRUE,TRUE,TRUE
"DE91C","DE9","DEU26","DEU","Göttingen","Göttingen","Göttingen","t","Göttingen",TRUE,TRUE,TRUE
"DE922","DE9","DEU26","DEU","Diepholz","Diepholz","Diepholz","t","Diepholz",TRUE,TRUE,TRUE
"DE923","DE9","DEU26","DEU","Hameln-Pyrmont","Hameln-Pyrmont","Hameln-Pyrmont","t","Hameln-Pyrmont",TRUE,TRUE,TRUE
"DE925","DE9","DEU26","DEU","Hildesheim","Hildesheim","Hildesheim","t","Hildesheim",TRUE,TRUE,TRUE
"DE926","DE9","DEU26","DEU","Holzminden","Holzminden","Holzminden","t","Holzminden",TRUE,TRUE,TRUE
"DE927","DE9","DEU26","DEU","Nienburg (Weser)","Nienburg (Weser)","Nienburg (Weser)","t","Nienburg (Weser)",TRUE,TRUE,TRUE
"DE928","DE9","DEU26","DEU","Schaumburg","Schaumburg","Schaumburg","t","Schaumburg",TRUE,TRUE,TRUE
"DE929","DE9","DEU26","DEU","Region Hannover","Region Hannover","Region Hannover","t","Region Hannover",TRUE,TRUE,TRUE
"DE931","DE9","DEU26","DEU","Celle","Celle","Celle","t","Celle",TRUE,TRUE,TRUE
"DE932","DE9","DEU26","DEU","Cuxhaven","Cuxhaven","Cuxhaven","t","Cuxhaven",TRUE,TRUE,TRUE
"DE933","DE9","DEU26","DEU","Harburg","Harburg","Harburg","t","Harburg",TRUE,TRUE,TRUE
"DE934","DE9","DEU26","DEU","Lüchow-Dannenberg","Lüchow-Dannenberg","Lüchow-Dannenberg","t","Lüchow-Dannenberg",TRUE,TRUE,TRUE
"DE935","DE9","DEU26","DEU","Lüneburg, Landkreis","Lüneburg, Landkreis","Lüneburg, Landkreis","t","Lüneburg, Landkreis",TRUE,TRUE,TRUE
"DE936","DE9","DEU26","DEU","Osterholz","Osterholz","Osterholz","t","Osterholz",TRUE,TRUE,TRUE
"DE937","DE9","DEU26","DEU","Rotenburg (Wümme)","Rotenburg (Wümme)","Rotenburg (Wümme)","t","Rotenburg (Wümme)",TRUE,TRUE,TRUE
"DE938","DE9","DEU26","DEU","Heidekreis","Heidekreis","Heidekreis","t","Heidekreis",TRUE,TRUE,TRUE
"DE939","DE9","DEU26","DEU","Stade","Stade","Stade","t","Stade",TRUE,TRUE,TRUE
"DE93A","DE9","DEU26","DEU","Uelzen","Uelzen","Uelzen","t","Uelzen",TRUE,TRUE,TRUE
"DE93B","DE9","DEU26","DEU","Verden","Verden","Verden","t","Verden",TRUE,TRUE,TRUE
"DE941","DE9","DEU26","DEU","Delmenhorst, Kreisfreie Stadt","Delmenhorst, Kreisfreie Stadt","Delmenhorst, Kreisfreie Stadt","t","Delmenhorst, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE942","DE9","DEU26","DEU","Emden, Kreisfreie Stadt","Emden, Kreisfreie Stadt","Emden, Kreisfreie Stadt","t","Emden, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE943","DE9","DEU26","DEU","Oldenburg (Oldenburg), Kreisfreie Stadt","Oldenburg (Oldenburg), Kreisfreie Stadt","Oldenburg (Oldenburg), Kreisfreie Stadt","t","Oldenburg (Oldenburg), Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE944","DE9","DEU26","DEU","Osnabrück, Kreisfreie Stadt","Osnabrück, Kreisfreie Stadt","Osnabrück, Kreisfreie Stadt","t","Osnabrück, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE945","DE9","DEU26","DEU","Wilhelmshaven, Kreisfreie Stadt","Wilhelmshaven, Kreisfreie Stadt","Wilhelmshaven, Kreisfreie Stadt","t","Wilhelmshaven, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DE946","DE9","DEU26","DEU","Ammerland","Ammerland","Ammerland","t","Ammerland",TRUE,TRUE,TRUE
"DE947","DE9","DEU26","DEU","Aurich","Aurich","Aurich","t","Aurich",TRUE,TRUE,TRUE
"DE948","DE9","DEU26","DEU","Cloppenburg","Cloppenburg","Cloppenburg","t","Cloppenburg",TRUE,TRUE,TRUE
"DE949","DE9","DEU26","DEU","Emsland","Emsland","Emsland","t","Emsland",TRUE,TRUE,TRUE
"DE94A","DE9","DEU26","DEU","Friesland","Friesland","Friesland","t","Friesland",TRUE,TRUE,TRUE
"DE94B","DE9","DEU26","DEU","Grafschaft Bentheim","Grafschaft Bentheim","Grafschaft Bentheim","t","Grafschaft Bentheim",TRUE,TRUE,TRUE
"DE94C","DE9","DEU26","DEU","Leer","Leer","Leer","t","Leer",TRUE,TRUE,TRUE
"DE94D","DE9","DEU26","DEU","Oldenburg, Landkreis","Oldenburg, Landkreis","Oldenburg, Landkreis","t","Oldenburg, Landkreis",TRUE,TRUE,TRUE
"DE94E","DE9","DEU26","DEU","Osnabrück, Landkreis","Osnabrück, Landkreis","Osnabrück, Landkreis","t","Osnabrück, Landkreis",TRUE,TRUE,TRUE
"DE94F","DE9","DEU26","DEU","Vechta","Vechta","Vechta","t","Vechta",TRUE,TRUE,TRUE
"DE94G","DE9","DEU26","DEU","Wesermarsch","Wesermarsch","Wesermarsch","t","Wesermarsch",TRUE,TRUE,TRUE
"DE94H","DE9","DEU26","DEU","Wittmund","Wittmund","Wittmund","t","Wittmund",TRUE,TRUE,TRUE
"DEA11","DEA","DEU26","DEU","Düsseldorf, Kreisfreie Stadt","Düsseldorf, Kreisfreie Stadt","Düsseldorf, Kreisfreie Stadt","t","Düsseldorf, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DEA12","DEA","DEU26","DEU","Duisburg, Kreisfreie Stadt","Duisburg, Kreisfreie Stadt","Duisburg, Kreisfreie Stadt","t","Duisburg, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DEA13","DEA","DEU26","DEU","Essen, Kreisfreie Stadt","Essen, Kreisfreie Stadt","Essen, Kreisfreie Stadt","t","Essen, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DEA14","DEA","DEU26","DEU","Krefeld, Kreisfreie Stadt","Krefeld, Kreisfreie Stadt","Krefeld, Kreisfreie Stadt","t","Krefeld, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DEA15","DEA","DEU26","DEU","Mönchengladbach, Kreisfreie Stadt","Mönchengladbach, Kreisfreie Stadt","Mönchengladbach, Kreisfreie Stadt","t","Mönchengladbach, Kreisfreie Stadt",TRUE,TRUE,TRUE
"DEA16","DEA","DEU26","DEU","Mülheim an der Ruhr,Kreisfreie Stadt","Mülheim an der Ruhr,Kreisfreie Stadt","Mülheim an der Ruhr,Kreisfreie Stadt","t","Mülheim an der Ruhr,Kreisfreie Stadt",TRUE,TRUE,TRUE
"DEA17","DEA","DEU26","DEU","Oberhausen, Kreisfreie Stadt","Oberhausen, Kreisfreie Stadt","Oberhausen, Kreisfreie Stadt","t","Oberhausen, Kreisfreie Stadt",TRUE,TRUE,TRUE
