"tl3_id","tl2_id","tl1_id","iso3","name_or","name_en","name_fr","continenta","reg_name_p","EU","EEA","mapineq"
"CA1218","CA12","CAN47","CAN","Victoria, NS","Victoria, NS","Victoria, Nouvelle-Écosse","t","Victoria, NS",FALSE,FALSE,FALSE
"CA1301","CA13","CAN47","CAN","Saint John, NB","Saint John, NB","Saint John, Nouveau-Brunswick","t","Saint John, NB",FALSE,FALSE,FALSE
"CA1302","CA13","CAN47","CAN","Charlotte, NB","Charlotte, NB","Charlotte, Nouveau-Brunswick","t","Charlotte, NB",FALSE,FALSE,FALSE
"CA1303","CA13","CAN47","CAN","Sunbury, NB","Sunbury, NB","Sunbury, Nouveau-Brunswick","t","Sunbury, NB",FALSE,FALSE,FALSE
"CA1304","CA13","CAN47","CAN","Queens, NB","Queens, NB","Queens, Nouveau-Brunswick","t","Queens, NB",FALSE,FALSE,FALSE
"CA1305","CA13","CAN47","CAN","Kings, NB","Kings, NB","Kings, Nouveau-Brunswick","t","Kings, NB",FALSE,FALSE,FALSE
"CA1306","CA13","CAN47","CAN","Albert, NB","Albert, NB","Albert, Nouveau-Brunswick","t","Albert, NB",FALSE,FALSE,FALSE
"CA1307","CA13","CAN47","CAN","Westmorland, NB","Westmorland, NB","Westmorland, Nouveau-Brunswick","t","Westmorland, NB",FALSE,FALSE,FALSE
"CA1308","CA13","CAN47","CAN","Kent, NB","Kent, NB","Kent, Nouveau-Brunswick","t","Kent, NB",FALSE,FALSE,FALSE
"CA1309","CA13","CAN47","CAN","Northumberland, NB","Northumberland, NB","Northumberland, Nouveau-Brunswick","t","Northumberland, NB",FALSE,FALSE,FALSE
"CA1310","CA13","CAN47","CAN","York, NB","York, NB","York, Nouveau-Brunswick","t","York, NB",FALSE,FALSE,FALSE
"CA1311","CA13","CAN47","CAN","Carleton, NB","Carleton, NB","Carleton, Nouveau-Brunswick","t","Carleton, NB",FALSE,FALSE,FALSE
"CA1312","CA13","CAN47","CAN","Victoria, NB","Victoria, NB","Victoria, Nouveau-Brunswick","t","Victoria, NB",FALSE,FALSE,FALSE
"CA1313","CA13","CAN47","CAN","Madawaska County, NB","Madawaska County, NB","Madawaska, Nouveau-Brunswick","t","Madawaska County, NB",FALSE,FALSE,FALSE
"CA1314","CA13","CAN47","CAN","Restigouche County, NB","Restigouche County, NB","Restigouche, Nouveau-Brunswick","t","Restigouche County, NB",FALSE,FALSE,FALSE
"CA1315","CA13","CAN47","CAN","Gloucester County, NB","Gloucester County, NB","Gloucester, Nouveau-Brunswick","t","Gloucester County, NB",FALSE,FALSE,FALSE
"CA2401","CA24","CAN47","CAN","Les Îles-de-la-Madeleine, QC","Les Îles-de-la-Madeleine, QC","Les Îles-de-la-Madeleine, Québec","t","Les Îles-de-la-Madeleine, QC",FALSE,FALSE,FALSE
"CA2402","CA24","CAN47","CAN","Le Rocher-Percé, QC","Le Rocher-Percé, QC","Le Rocher-Percé, Québec","t","Le Rocher-Percé, QC",FALSE,FALSE,FALSE
"CA2403","CA24","CAN47","CAN","La Côte-de-Gaspé, QC","La Côte-de-Gaspé, QC","La Côte-de-Gaspé, Québec","t","La Côte-de-Gaspé, QC",FALSE,FALSE,FALSE
"CA2404","CA24","CAN47","CAN","La Haute-Gaspésie, QC","La Haute-Gaspésie, QC","La Haute-Gaspésie, Québec","t","La Haute-Gaspésie, QC",FALSE,FALSE,FALSE
"CA2405","CA24","CAN47","CAN","Bonaventure, QC","Bonaventure, QC","Bonaventure, Québec","t","Bonaventure, QC",FALSE,FALSE,FALSE
"CA2406","CA24","CAN47","CAN","Avignon, QC","Avignon, QC","Avignon, Québec","t","Avignon, QC",FALSE,FALSE,FALSE
"CA2407","CA24","CAN47","CAN","La Matapédia, QC","La Matapédia, QC","La Matapédia, Québec","t","La Matapédia, QC",FALSE,FALSE,FALSE
"CA2408","CA24","CAN47","CAN","Matane, QC","Matane, QC","Matane, Québec","t","Matane, QC",FALSE,FALSE,FALSE
"CA2409","CA24","CAN47","CAN","La Mitis, QC","La Mitis, QC","La Mitis, Québec","t","La Mitis, QC",FALSE,FALSE,FALSE
"CA2410","CA24","CAN47","CAN","Rimouski-Neigette, QC","Rimouski-Neigette, QC","Rimouski-Neigette, Québec","t","Rimouski-Neigette, QC",FALSE,FALSE,FALSE
"CA2411","CA24","CAN47","CAN","Les Basques, QC","Les Basques, QC","Les Basques, Québec","t","Les Basques, QC",FALSE,FALSE,FALSE
"CA2412","CA24","CAN47","CAN","Rivière-du-Loup, QC","Rivière-du-Loup, QC","Rivière-du-Loup, Québec","t","Rivière-du-Loup, QC",FALSE,FALSE,FALSE
"CA2413","CA24","CAN47","CAN","Témiscouata, QC","Témiscouata, QC","Témiscouata, Québec","t","Témiscouata, QC",FALSE,FALSE,FALSE
"CA2414","CA24","CAN47","CAN","Kamouraska, QC","Kamouraska, QC","Kamouraska, Québec","t","Kamouraska, QC",FALSE,FALSE,FALSE
"CA2415","CA24","CAN47","CAN","Charlevoix-Est, QC","Charlevoix-Est, QC","Charlevoix-Est, Québec","t","Charlevoix-Est, QC",FALSE,FALSE,FALSE
"CA2416","CA24","CAN47","CAN","Charlevoix, QC","Charlevoix, QC","Charlevoix, Québec","t","Charlevoix, QC",FALSE,FALSE,FALSE
"CA2417","CA24","CAN47","CAN","L'Islet, QC","L'Islet, QC","L'Islet, Québec","t","L'Islet, QC",FALSE,FALSE,FALSE
"CA2418","CA24","CAN47","CAN","Montmagny, QC","Montmagny, QC","Montmagny, Québec","t","Montmagny, QC",FALSE,FALSE,FALSE
"CA2419","CA24","CAN47","CAN","Bellechasse, QC","Bellechasse, QC","Bellechasse, Québec","t","Bellechasse, QC",FALSE,FALSE,FALSE
"CA2420","CA24","CAN47","CAN","L'Île-d'Orléans, QC","L'Île-d'Orléans, QC","L'Île-d'Orléans, Québec","t","L'Île-d'Orléans, QC",FALSE,FALSE,FALSE
"CA2421","CA24","CAN47","CAN","La Côte-de-Beaupré, QC","La Côte-de-Beaupré, QC","La Côte-de-Beaupré, Québec","t","La Côte-de-Beaupré, QC",FALSE,FALSE,FALSE
"CA2422","CA24","CAN47","CAN","La Jacques-Cartier, QC","La Jacques-Cartier, QC","La Jacques-Cartier, Québec","t","La Jacques-Cartier, QC",FALSE,FALSE,FALSE
"CA2423","CA24","CAN47","CAN","Communauté-Urbaine-de-Québec, QC","Communauté-Urbaine-de-Québec, QC","Québec, Québec","t","Communauté-Urbaine-de-Québec, QC",FALSE,FALSE,FALSE
"CA2425","CA24","CAN47","CAN","Lévis, QC","Lévis, QC","Lévis, Québec","t","Lévis, QC",FALSE,FALSE,FALSE
"CA2426","CA24","CAN47","CAN","La Nouvelle-Beauce, QC","La Nouvelle-Beauce, QC","La Nouvelle-Beauce, Québec","t","La Nouvelle-Beauce, QC",FALSE,FALSE,FALSE
"CA2427","CA24","CAN47","CAN","Robert-Cliche, QC","Robert-Cliche, QC","Robert-Cliche, Québec","t","Robert-Cliche, QC",FALSE,FALSE,FALSE
"CA2428","CA24","CAN47","CAN","Les Etchemins, QC","Les Etchemins, QC","Les Etchemins, Québec","t","Les Etchemins, QC",FALSE,FALSE,FALSE
"CA2429","CA24","CAN47","CAN","Beauce-Sartigan, QC","Beauce-Sartigan, QC","Beauce-Sartigan, Québec","t","Beauce-Sartigan, QC",FALSE,FALSE,FALSE
"CA2430","CA24","CAN47","CAN","Le Granit, QC","Le Granit, QC","Le Granit, Québec","t","Le Granit, QC",FALSE,FALSE,FALSE
"CA2431","CA24","CAN47","CAN","L'Amiante, QC","L'Amiante, QC","L'Amiante, Québec","t","L'Amiante, QC",FALSE,FALSE,FALSE
"CA2432","CA24","CAN47","CAN","L'Érable, QC","L'Érable, QC","L'Érable, Québec","t","L'Érable, QC",FALSE,FALSE,FALSE
"CA2433","CA24","CAN47","CAN","Lotbinière, QC","Lotbinière, QC","Lotbinière, Québec","t","Lotbinière, QC",FALSE,FALSE,FALSE
"CA2434","CA24","CAN47","CAN","Portneuf, QC","Portneuf, QC","Portneuf, Québec","t","Portneuf, QC",FALSE,FALSE,FALSE
"CA2435","CA24","CAN47","CAN","Mékinac, QC","Mékinac, QC","Mékinac, Québec","t","Mékinac, QC",FALSE,FALSE,FALSE
"CA2436","CA24","CAN47","CAN","Shawinigan, QC","Shawinigan, QC","Shawinigan, Québec","t","Shawinigan, QC",FALSE,FALSE,FALSE
"CA2437","CA24","CAN47","CAN","Francheville, QC","Francheville, QC","Francheville, Québec","t","Francheville, QC",FALSE,FALSE,FALSE
"CA2438","CA24","CAN47","CAN","Bécancour, QC","Bécancour, QC","Bécancour, Québec","t","Bécancour, QC",FALSE,FALSE,FALSE
"CA2439","CA24","CAN47","CAN","Arthabaska, QC","Arthabaska, QC","Arthabaska, Québec","t","Arthabaska, QC",FALSE,FALSE,FALSE
"CA2440","CA24","CAN47","CAN","Asbestos, QC","Asbestos, QC","Asbestos, Québec","t","Asbestos, QC",FALSE,FALSE,FALSE
"CA2441","CA24","CAN47","CAN","Le Haut-Saint-François, QC","Le Haut-Saint-François, QC","Le Haut-Saint-François, Québec","t","Le Haut-Saint-François, QC",FALSE,FALSE,FALSE
"CA2442","CA24","CAN47","CAN","Le Val-Saint-François, QC","Le Val-Saint-François, QC","Le Val-Saint-François, Québec","t","Le Val-Saint-François, QC",FALSE,FALSE,FALSE
"CA2443","CA24","CAN47","CAN","Sherbrooke, QC","Sherbrooke, QC","Sherbrooke, Québec","t","Sherbrooke, QC",FALSE,FALSE,FALSE
"CA2444","CA24","CAN47","CAN","Coaticook, QC","Coaticook, QC","Coaticook, Québec","t","Coaticook, QC",FALSE,FALSE,FALSE
"CA2445","CA24","CAN47","CAN","Memphrémagog, QC","Memphrémagog, QC","Memphrémagog, Québec","t","Memphrémagog, QC",FALSE,FALSE,FALSE
"CA2446","CA24","CAN47","CAN","Brome-Missisquoi, QC","Brome-Missisquoi, QC","Brome-Missisquoi, Québec","t","Brome-Missisquoi, QC",FALSE,FALSE,FALSE
"CA2447","CA24","CAN47","CAN","La Haute-Yamaska, QC","La Haute-Yamaska, QC","La Haute-Yamaska, Québec","t","La Haute-Yamaska, QC",FALSE,FALSE,FALSE
"CA2448","CA24","CAN47","CAN","Acton, QC","Acton, QC","Acton, Québec","t","Acton, QC",FALSE,FALSE,FALSE
"CA2449","CA24","CAN47","CAN","Drummond, QC","Drummond, QC","Drummond, Québec","t","Drummond, QC",FALSE,FALSE,FALSE
"CA2450","CA24","CAN47","CAN","Nicolet-Yamaska, QC","Nicolet-Yamaska, QC","Nicolet-Yamaska, Québec","t","Nicolet-Yamaska, QC",FALSE,FALSE,FALSE
"CA2451","CA24","CAN47","CAN","Maskinongé, QC","Maskinongé, QC","Maskinongé, Québec","t","Maskinongé, QC",FALSE,FALSE,FALSE
"CA2452","CA24","CAN47","CAN","D'Autray, QC","D'Autray, QC","D'Autray, Québec","t","D'Autray, QC",FALSE,FALSE,FALSE
"CA2453","CA24","CAN47","CAN","Le Bas-Richelieu, QC","Le Bas-Richelieu, QC","Le Bas-Richelieu, Québec","t","Le Bas-Richelieu, QC",FALSE,FALSE,FALSE
"CA2454","CA24","CAN47","CAN","Les Maskoutains, QC","Les Maskoutains, QC","Les Maskoutains, Québec","t","Les Maskoutains, QC",FALSE,FALSE,FALSE
"CA2455","CA24","CAN47","CAN","Rouville, QC","Rouville, QC","Rouville, Québec","t","Rouville, QC",FALSE,FALSE,FALSE
"CA2456","CA24","CAN47","CAN","Le Haut-Richelieu, QC","Le Haut-Richelieu, QC","Le Haut-Richelieu, Québec","t","Le Haut-Richelieu, QC",FALSE,FALSE,FALSE
"CA2457","CA24","CAN47","CAN","La Vallée-du-Richelieu, QC","La Vallée-du-Richelieu, QC","La Vallée-du-Richelieu, Québec","t","La Vallée-du-Richelieu, QC",FALSE,FALSE,FALSE
"CA2458","CA24","CAN47","CAN","Longueuil, QC","Longueuil, QC","Longueuil, Québec","t","Longueuil, QC",FALSE,FALSE,FALSE
"CA2459","CA24","CAN47","CAN","Lajemmerais, QC","Lajemmerais, QC","Lajemmerais, Québec","t","Lajemmerais, QC",FALSE,FALSE,FALSE
"CA2460","CA24","CAN47","CAN","L'Assomption, QC","L'Assomption, QC","L'Assomption, Québec","t","L'Assomption, QC",FALSE,FALSE,FALSE
"CA2461","CA24","CAN47","CAN","Joliette, QC","Joliette, QC","Joliette, Québec","t","Joliette, QC",FALSE,FALSE,FALSE
"CA2462","CA24","CAN47","CAN","Matawinie, QC","Matawinie, QC","Matawinie, Québec","t","Matawinie, QC",FALSE,FALSE,FALSE
"CA2463","CA24","CAN47","CAN","Montcalm, QC","Montcalm, QC","Montcalm, Québec","t","Montcalm, QC",FALSE,FALSE,FALSE
"CA2464","CA24","CAN47","CAN","Les Moulins, QC","Les Moulins, QC","Les Moulins, Québec","t","Les Moulins, QC",FALSE,FALSE,FALSE
"CA2465","CA24","CAN47","CAN","Laval, QC","Laval, QC","Laval, Québec","t","Laval, QC",FALSE,FALSE,FALSE
"CA2466","CA24","CAN47","CAN","Communauté-Urbaine-de-Montréal, QC","Communauté-Urbaine-de-Montréal, QC","Montréal, Québec","t","Communauté-Urbaine-de-Montréal, QC",FALSE,FALSE,FALSE
"CA2467","CA24","CAN47","CAN","Roussillon, QC","Roussillon, QC","Roussillon, Québec","t","Roussillon, QC",FALSE,FALSE,FALSE
"CA2468","CA24","CAN47","CAN","Les Jardins-de-Napierville, QC","Les Jardins-de-Napierville, QC","Les Jardins-de-Napierville, Québec","t","Les Jardins-de-Napierville, QC",FALSE,FALSE,FALSE
"CA2469","CA24","CAN47","CAN","Le Haut-Saint-Laurent, QC","Le Haut-Saint-Laurent, QC","Le Haut-Saint-Laurent, Québec","t","Le Haut-Saint-Laurent, QC",FALSE,FALSE,FALSE
"CA2470","CA24","CAN47","CAN","Beauharnois-Salaberry, QC","Beauharnois-Salaberry, QC","Beauharnois-Salaberry, Québec","t","Beauharnois-Salaberry, QC",FALSE,FALSE,FALSE
"CA2471","CA24","CAN47","CAN","Vaudreuil-Soulanges, QC","Vaudreuil-Soulanges, QC","Vaudreuil-Soulanges, Québec","t","Vaudreuil-Soulanges, QC",FALSE,FALSE,FALSE
"CA2472","CA24","CAN47","CAN","Deux-Montagnes, QC","Deux-Montagnes, QC","Deux-Montagnes, Québec","t","Deux-Montagnes, QC",FALSE,FALSE,FALSE
"CA2473","CA24","CAN47","CAN","Thérèse-De Blainville, QC","Thérèse-De Blainville, QC","Thérèse-De Blainville, Québec","t","Thérèse-De Blainville, QC",FALSE,FALSE,FALSE
"CA2474","CA24","CAN47","CAN","Mirabel, QC","Mirabel, QC","Mirabel, Québec","t","Mirabel, QC",FALSE,FALSE,FALSE
"CA2475","CA24","CAN47","CAN","La Rivière-du-Nord, QC","La Rivière-du-Nord, QC","La Rivière-du-Nord, Québec","t","La Rivière-du-Nord, QC",FALSE,FALSE,FALSE
"CA2476","CA24","CAN47","CAN","Argenteuil, QC","Argenteuil, QC","Argenteuil, Québec","t","Argenteuil, QC",FALSE,FALSE,FALSE
"CA2477","CA24","CAN47","CAN","Les Pays-d'en-Haut, QC","Les Pays-d'en-Haut, QC","Les Pays-d'en-Haut, Québec","t","Les Pays-d'en-Haut, QC",FALSE,FALSE,FALSE
"CA2478","CA24","CAN47","CAN","Les Laurentides, QC","Les Laurentides, QC","Les Laurentides, Québec","t","Les Laurentides, QC",FALSE,FALSE,FALSE
"CA2479","CA24","CAN47","CAN","Antoine-Labelle, QC","Antoine-Labelle, QC","Antoine-Labelle, Québec","t","Antoine-Labelle, QC",FALSE,FALSE,FALSE
"CA2480","CA24","CAN47","CAN","Papineau, QC","Papineau, QC","Papineau, Québec","t","Papineau, QC",FALSE,FALSE,FALSE
"CA2481","CA24","CAN47","CAN","Gatineau, QC","Gatineau, QC","Gatineau, Québec","t","Gatineau, QC",FALSE,FALSE,FALSE
"CA2482","CA24","CAN47","CAN","Les Collines-de-l'Outaouais, QC","Les Collines-de-l'Outaouais, QC","Les Collines-de-l'Outaouais, Québec","t","Les Collines-de-l'Outaouais, QC",FALSE,FALSE,FALSE
"CA2483","CA24","CAN47","CAN","La Vallée-de-la-Gatineau, QC","La Vallée-de-la-Gatineau, QC","La Vallée-de-la-Gatineau, Québec","t","La Vallée-de-la-Gatineau, QC",FALSE,FALSE,FALSE
"CA2484","CA24","CAN47","CAN","Pontiac, QC","Pontiac, QC","Pontiac, Québec","t","Pontiac, QC",FALSE,FALSE,FALSE
"CA2485","CA24","CAN47","CAN","Témiscamingue, QC","Témiscamingue, QC","Témiscamingue, Québec","t","Témiscamingue, QC",FALSE,FALSE,FALSE
"CA2486","CA24","CAN47","CAN","Rouyn-Noranda, QC","Rouyn-Noranda, QC","Rouyn-Noranda, Québec","t","Rouyn-Noranda, QC",FALSE,FALSE,FALSE
"CA2487","CA24","CAN47","CAN","Abitibi-Ouest, QC","Abitibi-Ouest, QC","Abitibi-Ouest, Québec","t","Abitibi-Ouest, QC",FALSE,FALSE,FALSE
"CA2488","CA24","CAN47","CAN","Abitibi, QC","Abitibi, QC","Abitibi, Québec","t","Abitibi, QC",FALSE,FALSE,FALSE
"CA2489","CA24","CAN47","CAN","Vallée-de-l'Or, QC","Vallée-de-l'Or, QC","La Vallée-de-l'Or, Québec","t","Vallée-de-l'Or, QC",FALSE,FALSE,FALSE
"CA2490","CA24","CAN47","CAN","La Tuque, QC","La Tuque, QC","La Tuque, Québec","t","La Tuque, QC",FALSE,FALSE,FALSE
"CA2491","CA24","CAN47","CAN","Le Domaine-du-Roy, QC","Le Domaine-du-Roy, QC","Le Domaine-du-Roy, Québec","t","Le Domaine-du-Roy, QC",FALSE,FALSE,FALSE
"CA2492","CA24","CAN47","CAN","Maria-Chapdelaine, QC","Maria-Chapdelaine, QC","Maria-Chapdelaine, Québec","t","Maria-Chapdelaine, QC",FALSE,FALSE,FALSE
"CA2493","CA24","CAN47","CAN","Lac-Saint-Jean-Est, QC","Lac-Saint-Jean-Est, QC","Lac-Saint-Jean-Est, Québec","t","Lac-Saint-Jean-Est, QC",FALSE,FALSE,FALSE
"CA2494","CA24","CAN47","CAN","Le Saguenay-et-son-Fjord, QC","Le Saguenay-et-son-Fjord, QC","Le Saguenay-et-son-Fjord, Québec","t","Le Saguenay-et-son-Fjord, QC",FALSE,FALSE,FALSE
"CA2495","CA24","CAN47","CAN","La Haute-Côte-Nord, QC","La Haute-Côte-Nord, QC","La Haute-Côte-Nord, Québec","t","La Haute-Côte-Nord, QC",FALSE,FALSE,FALSE
"CA2496","CA24","CAN47","CAN","Manicouagan, QC","Manicouagan, QC","Manicouagan, Québec","t","Manicouagan, QC",FALSE,FALSE,FALSE
"CA2497","CA24","CAN47","CAN","Sept-Rivières-Caniapiscau, QC","Sept-Rivières-Caniapiscau, QC","Sept-Rivières-Caniapiscau, Québec","t","Sept-Rivières-Caniapiscau, QC",FALSE,FALSE,FALSE
"CA2498","CA24","CAN47","CAN","Minganie-Basse-Côte-Nord, QC","Minganie-Basse-Côte-Nord, QC","Minganie-Basse-Côte-Nord, Québec","t","Minganie-Basse-Côte-Nord, QC",FALSE,FALSE,FALSE
"CA2499","CA24","CAN47","CAN","Nord-du-Québec, QC","Nord-du-Québec, QC","Nord-du-Québec, Québec","t","Nord-du-Québec, QC",FALSE,FALSE,FALSE
"CA3501","CA35","CAN47","CAN","Stormont, Dundas and Glengarry, ON","Stormont, Dundas and Glengarry, ON","Stormont, Dundas and Glengarry, Ontario","t","Stormont, Dundas and Glengarry, ON",FALSE,FALSE,FALSE
"CA3502","CA35","CAN47","CAN","Prescott and Russell, ON","Prescott and Russell, ON","Prescott and Russell, Ontario","t","Prescott and Russell, ON",FALSE,FALSE,FALSE
"CA3506","CA35","CAN47","CAN","Ottawa-Carleton, ON","Ottawa-Carleton, ON","Ottawa, Ontario","t","Ottawa-Carleton, ON",FALSE,FALSE,FALSE
"CA3507","CA35","CAN47","CAN","Leeds and Grenville, ON","Leeds and Grenville, ON","Leeds and Grenville, Ontario","t","Leeds and Grenville, ON",FALSE,FALSE,FALSE
"CA3509","CA35","CAN47","CAN","Lanark, ON","Lanark, ON","Lanark, Ontario","t","Lanark, ON",FALSE,FALSE,FALSE
"CA3510","CA35","CAN47","CAN","Frontenac, ON","Frontenac, ON","Frontenac, Ontario","t","Frontenac, ON",FALSE,FALSE,FALSE
"CA3511","CA35","CAN47","CAN","Lennox and Addington, ON","Lennox and Addington, ON","Lennox and Addington, Ontario","t","Lennox and Addington, ON",FALSE,FALSE,FALSE
"CA3512","CA35","CAN47","CAN","Hastings, ON","Hastings, ON","Hastings, Ontario","t","Hastings, ON",FALSE,FALSE,FALSE
"CA3513","CA35","CAN47","CAN","Prince Edward, ON","Prince Edward, ON","Prince Edward, Ontario","t","Prince Edward, ON",FALSE,FALSE,FALSE
"CA3514","CA35","CAN47","CAN","Northumberland, ON","Northumberland, ON","Northumberland, Ontario","t","Northumberland, ON",FALSE,FALSE,FALSE
"CA3515","CA35","CAN47","CAN","Peterborough, ON","Peterborough, ON","Peterborough, Ontario","t","Peterborough, ON",FALSE,FALSE,FALSE
"CA3516","CA35","CAN47","CAN","Kawartha Lakes, ON","Kawartha Lakes, ON","Kawartha Lakes, Ontario","t","Kawartha Lakes, ON",FALSE,FALSE,FALSE
"CA3518","CA35","CAN47","CAN","Durham, ON","Durham, ON","Durham, Ontario","t","Durham, ON",FALSE,FALSE,FALSE
"CA3519","CA35","CAN47","CAN","York, ON","York, ON","York, Ontario","t","York, ON",FALSE,FALSE,FALSE
"CA3520","CA35","CAN47","CAN","Toronto metropolitan municipality, ON","Toronto metropolitan municipality, ON","Toronto Métropolitain, ON","t","Toronto metropolitan municipality, ON",FALSE,FALSE,FALSE
"CA3521","CA35","CAN47","CAN","Peel, ON","Peel, ON","Peel, Ontario","t","Peel, ON",FALSE,FALSE,FALSE
"CA3522","CA35","CAN47","CAN","Dufferin, ON","Dufferin, ON","Dufferin, Ontario","t","Dufferin, ON",FALSE,FALSE,FALSE
"CA3523","CA35","CAN47","CAN","Wellington, ON","Wellington, ON","Wellington, Ontario","t","Wellington, ON",FALSE,FALSE,FALSE
"CA3524","CA35","CAN47","CAN","Halton, ON","Halton, ON","Halton, Ontario","t","Halton, ON",FALSE,FALSE,FALSE
"CA3525","CA35","CAN47","CAN","Hamilton, ON","Hamilton, ON","Hamilton, Ontario","t","Hamilton, ON",FALSE,FALSE,FALSE
"CA3526","CA35","CAN47","CAN","Niagara, ON","Niagara, ON","Niagara, Ontario","t","Niagara, ON",FALSE,FALSE,FALSE
"CA3528","CA35","CAN47","CAN","Haldimand-Norfolk, ON","Haldimand-Norfolk, ON","Haldimand-Norfolk, Ontario","t","Haldimand-Norfolk, ON",FALSE,FALSE,FALSE
"CA3529","CA35","CAN47","CAN","Brant, ON","Brant, ON","Brant, Ontario","t","Brant, ON",FALSE,FALSE,FALSE
"CA3530","CA35","CAN47","CAN","Waterloo, ON","Waterloo, ON","Waterloo, Ontario","t","Waterloo, ON",FALSE,FALSE,FALSE
"CA3531","CA35","CAN47","CAN","Perth, ON","Perth, ON","Perth, Ontario","t","Perth, ON",FALSE,FALSE,FALSE
"CA3532","CA35","CAN47","CAN","Oxford, ON","Oxford, ON","Oxford, Ontario","t","Oxford, ON",FALSE,FALSE,FALSE
"CA3534","CA35","CAN47","CAN","Elgin, ON","Elgin, ON","Elgin, Ontario","t","Elgin, ON",FALSE,FALSE,FALSE
"CA3536","CA35","CAN47","CAN","Chatham-Kent, ON","Chatham-Kent, ON","Chatham-Kent, Ontario","t","Chatham-Kent, ON",FALSE,FALSE,FALSE
"CA3537","CA35","CAN47","CAN","Essex, ON","Essex, ON","Essex, Ontario","t","Essex, ON",FALSE,FALSE,FALSE
"CA3538","CA35","CAN47","CAN","Lambton, ON","Lambton, ON","Lambton, Ontario","t","Lambton, ON",FALSE,FALSE,FALSE
"CA3539","CA35","CAN47","CAN","Middlesex, ON","Middlesex, ON","Middlesex, Ontario","t","Middlesex, ON",FALSE,FALSE,FALSE
"CA3540","CA35","CAN47","CAN","Huron, ON","Huron, ON","Huron, Ontario","t","Huron, ON",FALSE,FALSE,FALSE
"CA3541","CA35","CAN47","CAN","Bruce, ON","Bruce, ON","Bruce, Ontario","t","Bruce, ON",FALSE,FALSE,FALSE
"CA3542","CA35","CAN47","CAN","Grey, ON","Grey, ON","Grey, Ontario","t","Grey, ON",FALSE,FALSE,FALSE
"CA3543","CA35","CAN47","CAN","Simcoe, ON","Simcoe, ON","Simcoe, Ontario","t","Simcoe, ON",FALSE,FALSE,FALSE
"CA3544","CA35","CAN47","CAN","Muskoka, ON","Muskoka, ON","Muskoka, Ontario","t","Muskoka, ON",FALSE,FALSE,FALSE
"CA3546","CA35","CAN47","CAN","Haliburton, ON","Haliburton, ON","Haliburton, Ontario","t","Haliburton, ON",FALSE,FALSE,FALSE
"CA3547","CA35","CAN47","CAN","Renfrew, ON","Renfrew, ON","Renfrew, Ontario","t","Renfrew, ON",FALSE,FALSE,FALSE
"CA3548","CA35","CAN47","CAN","Nipissing, ON","Nipissing, ON","Nipissing, Ontario","t","Nipissing, ON",FALSE,FALSE,FALSE
"CA3549","CA35","CAN47","CAN","Parry Sound, ON","Parry Sound, ON","Parry Sound, Ontario","t","Parry Sound, ON",FALSE,FALSE,FALSE
"CA3551","CA35","CAN47","CAN","Manitoulin, ON","Manitoulin, ON","Manitoulin, Ontario","t","Manitoulin, ON",FALSE,FALSE,FALSE
"CA3552","CA35","CAN47","CAN","Sudbury (District), ON","Sudbury (District), ON","Sudbury, Ontario","t","Sudbury (District), ON",FALSE,FALSE,FALSE
"CA3553","CA35","CAN47","CAN","Greater Sudbury / Grand Sudbury, ON","Greater Sudbury / Grand Sudbury, ON","Greater Sudbury, Ontario","t","Greater Sudbury / Grand Sudbury, ON",FALSE,FALSE,FALSE
"CA3554","CA35","CAN47","CAN","Timiskaming, ON","Timiskaming, ON","Timiskaming, Ontario","t","Timiskaming, ON",FALSE,FALSE,FALSE
"CA3556","CA35","CAN47","CAN","Cochrane, ON","Cochrane, ON","Cochrane, Ontario","t","Cochrane, ON",FALSE,FALSE,FALSE
"CA3557","CA35","CAN47","CAN","Algoma, ON","Algoma, ON","Algoma, Ontario","t","Algoma, ON",FALSE,FALSE,FALSE
"CA3558","CA35","CAN47","CAN","Thunder Bay, ON","Thunder Bay, ON","Thunder Bay, Ontario","t","Thunder Bay, ON",FALSE,FALSE,FALSE
