i,j,k,month,flow_jk,ehat_jk,excess_jk,w_ij,eop_lite,year
AR,US,CO,2019-02-01,1287.0,1806.9596288641596,-0.2877538715079108,0.005568715970680525,-0.0016024195798912547,2019
AR,US,CO,2019-03-01,1616.0,2065.4284378370758,-0.21759574410998178,0.005290213105754354,-0.0011511278572469965,2019
AR,US,CO,2019-04-01,1152.0,1380.209410969663,-0.1653440479074367,0.0052774122387913005,-0.0008725887020380016,2019
AR,US,CO,2019-05-01,1251.0,1328.1163191890896,-0.058064431612567385,0.005098372512786173,-0.00029603410210406607,2019
AR,US,CO,2019-06-01,1645.0,1348.5129688770933,0.2198622022669841,0.005025500080581295,0.0011049175152095096,2019
AR,US,CO,2019-07-01,1435.0,1612.0985696775147,-0.10985591886787766,0.004960492785515161,-0.000544939492990246,2019
AR,US,CO,2019-08-01,1553.0,1555.9520720899309,-0.0018972770067176312,0.005025220194853247,-9.534234729388159e-06,2019
AR,US,CO,2019-09-01,1418.0,1648.4475803843675,-0.13979672943596677,0.005027974972101875,-0.0007028944567857384,2019
AR,US,CO,2019-10-01,1466.0,1793.2544474320846,-0.1824919201514924,0.0050733992533201775,-0.000925854371433547,2019
AR,US,CO,2019-11-01,1506.0,1517.8021116203663,-0.007775790750328233,0.005099875106060913,-3.9655561677537664e-05,2019
AR,US,CO,2019-12-01,2036.0,1726.9393980717446,0.17896435872234107,0.0053203017829644384,0.0009521443967975585,2019
