id,geo,obsvalue,indicator,freq,obstime,unit,geo_source
146,BE21,39.92,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
147,BG42,14.08,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
148,CZ08,12.280000000000001,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
149,UKD,102.4,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
150,DE21,34.96,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
151,CH06,4.32,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
152,CZ02,13.92,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
153,AT22,14.0,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
154,BG32,5.88,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
155,CH01,20.48,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
156,BE24,12.0,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
157,BE25,30.32,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
158,CZ06,27.28,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
159,CH07,3.84,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
160,AT12,31.04,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
161,AT13,21.84,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
162,AT21,7.0,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
163,BE31,1.44,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
164,BE32,19.2,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
165,CZ03,14.0,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
166,CY00,108.4,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
167,CZ01,14.6,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
168,BE22,14.6,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
169,BE23,33.36,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
170,BE33,12.76,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
171,CZ07,14.68,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
172,ES12,15.76,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
173,BE34,2.24,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
174,DE11,34.0,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
175,DE22,13.16,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
176,BE35,3.92,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
177,CZ04,13.56,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
178,ES24,129.64000000000001,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
179,ES30,166.72,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
180,BG31,4.6000000000000005,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
181,DE12,42.04,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
182,UKN,18.28,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
183,AL01,9.120000000000001,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
184,AT31,17.72,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
185,SK0,60.36,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
186,PT1,333.84000000000003,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
187,PT2,3.92,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
188,PT3,0.2,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
189,UKE,62.6,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
190,PL5,30.560000000000002,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
191,UKK,42.44,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
192,RO3,31.560000000000002,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
193,UKF,45.800000000000004,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
194,RO1,36.0,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
195,SI0,19.240000000000002,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
196,PL6,52.120000000000005,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
197,UKG,52.480000000000004,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
198,LV0,16.12,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
199,ME0,7.92,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
200,UKL,35.6,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
201,UKM,61.480000000000004,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
202,MK0,29.2,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
203,NL1,10.8,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
204,NL2,27.400000000000002,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
205,NL3,150.16,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
206,DE73,10.52,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
207,DK04,14.16,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
208,DE40,27.240000000000002,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
209,DE93,8.28,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
210,ITH3,123.4,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
211,EL41,7.96,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
212,EL42,22.080000000000002,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
213,EL65,15.24,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
214,DEB1,13.08,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
215,EE00,17.68,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
216,DE94,20.68,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
217,DEB2,3.8000000000000003,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
218,DE80,12.32,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
219,DEA3,24.6,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
220,DK03,15.64,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
221,DE24,13.56,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
222,DE27,20.92,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
223,DE71,53.96,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
224,EL61,24.48,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
225,DE91,14.84,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
226,ITG1,173.48,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
227,EL64,17.04,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
228,DEA4,13.68,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
229,EL30,85.64,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
230,EL43,19.48,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
231,DE25,29.16,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
232,ITG2,65.04,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
233,ITH1,3.8000000000000003,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
234,DE72,8.040000000000001,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
235,ITH2,7.5200000000000005,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
236,EL62,3.84,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
237,EL63,19.04,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
238,DK05,9.120000000000001,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
239,DE92,21.48,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
240,EL51,17.12,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
241,DEA5,28.88,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
242,EL52,53.72,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
243,DE23,14.52,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
244,DE26,15.4,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
245,EL53,9.16,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
246,EL54,6.48,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
247,FI20,0.68,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
248,ES42,278.64,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
249,DEA1,56.480000000000004,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
250,ES11,36.44,"MSZ, open spaces, low vegetation surfaces NDVI <= 0.3",,2018,km2,NUTS2016
